time,generation biomass,generation fossil brown coal/lignite,generation fossil coal-derived gas,generation fossil gas,generation fossil hard coal,generation fossil oil,generation fossil oil shale,generation fossil peat,generation geothermal,generation hydro pumped storage aggregated,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation marine,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind offshore,generation wind onshore,forecast solar day ahead,forecast wind offshore eday ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual,temp,pressure,humidity,year,month,day,weather_main,wastage
2015-April-22,9587,13330,0,119823,124328,8465,0,0,0,0,8950,22876,65897,0,144947,968,1441,37641,4308,0,109879,36729,0,110429,668679,663569,51.09666667,63.325,288.3732477,1005.541667,70.75,2015,April,112,clouds,272804.1
2015-April-23,9100,16168,0,122678,132395,8281,0,0,0,0,3492,22816,70752,0,138725,984,1655,47550,4423,0,28289,44018,0,29646,649707,619671,61.57916667,73.10833333,288.1678732,1003.233333,72.39166667,2015,April,113,clear,323358.1583
2015-April-24,9418,20100,0,138400,136241,8961,0,0,0,0,5025,22830,61598,0,149630,1027,1848,22887,4667,0,73165,25577,0,72985,652769,656340,55.58875,68.87166667,288.7823281,1001.091667,69.95,2015,April,114,clouds,321424.0683
2015-April-25,9506,87,0,122978,74216,7036,0,0,0,0,14612,21963,46585,0,144750,1556,1795,15966,4408,0,134086,18734,0,134474,587240,597600,42.75208333,58.42625,289.5107224,999.575,69.63333333,2015,April,115,clouds,257542.91
2015-April-26,9224,0,0,118543,61206,6140,0,0,0,0,27851,23875,52587,0,129096,1991,1689,15773,3290,0,157818,18343,0,157298,552918,558531,31.79166667,50.1075,288.160137,994.15,82.04166667,2015,April,116,rain,164853.675
2015-April-27,9412,1,0,104621,89079,8305,0,0,0,0,14093,25020,55710,0,120536,2068,1713,27400,3453,0,236959,28885,0,236613,661212,658289,44.03333333,57.09333333,286.7897474,999.4416667,79.04166667,2015,April,117,clouds,197143.28
2015-April-28,9118,17705,0,133564,129679,8898,0,0,0,0,8654,27115,74513,0,120574,2121,1795,49952,4256,0,87374,43345,0,88619,668338,663377,56.55083333,69.16416667,287.691806,1002.875,71.98333333,2015,April,118,clouds,294362.6933
2015-April-29,9377,22925,0,130574,147278,9011,0,0,0,0,8008,25936,75613,0,110900,1108,1765,54160,4527,0,64229,52204,0,63771,663634,666521,59.16416667,70.90125,288.1284385,1004.341667,71.9,2015,April,119,clouds,320969.9587
2015-April-30,9374,19724,0,109341,145609,8788,0,0,0,0,6783,26404,64895,0,103057,1004,1807,54341,4442,0,123257,51456,0,122748,667706,668088,53.29416667,64.1725,289.8021148,1003.4,70.15,2015,April,120,clear,285054.245
2015-May-01,11883,13712,0,151814,148183,7316,0,0,0,0,9788,26510,81287,0,168262,1111,1802,24124,5808,0,59121,23816,0,59374,736547,685662,57.66625,55.52083333,292.6017391,999.6166667,59.85833333,2015,May,121,clouds,322465
2015-May-02,11385,2461,0,122163,114752,7907,0,0,0,0,18518,33520,99673,0,154476,2188,1738,31674,4982,0,277188,29163,0,278603,836897,777642,41.41541667,54.7025,293.9059247,998.2666667,58.43333333,2015,May,122,clouds,272527.855
2015-May-03,10326,0,0,96932,36564,6467,0,0,0,0,21094,37283,118252,0,150167,1886,1510,44849,4923,0,254852,40562,0,254834,720888,719785,27.56541667,56.4775,293.8777125,995.6333333,56.84166667,2015,May,123,clouds,278038.7325
2015-May-04,7769,0,0,81168,31477,6144,0,0,0,0,41322,29897,64884,0,163996,983,1299,44707,3859,0,174772,43241,0,175289,536083,531179,23.44166667,56.25958333,293.3974292,993.675,61.73333333,2015,May,124,clouds,217105.7321
2015-May-05,9268,16541,0,111551,108518,8632,0,0,0,0,12385,32899,85977,0,98645,1976,1710,35199,3538,0,168967,34914,0,170418,671793,679704,46.67666667,59.71166667,291.3297445,998.075,57.075,2015,May,125,clouds,211259.8767
2015-May-06,12905,23100,0,119548,157331,8049,0,0,0,0,3315,18407,66350,0,122012,1986,1749,61664,6594,0,102005,60099,0,102564,702990,704529,56.20041667,71.47125,289.3318284,1002.158333,63.45833333,2015,May,126,clear,471281.4225
2015-May-07,12160,21664,0,106083,164534,7370,0,0,0,0,10889,16229,39331,0,144702,2081,1528,54842,5256,0,95987,55230,0,96471,634183,652941,50.7025,59.42166667,291.1660625,1001.8,61.55833333,2015,May,127,clear,312320.28
2015-May-08,12363,22344,0,130004,175166,8386,0,0,0,0,4162,15708,61466,0,160974,2006,1647,53985,6219,0,88376,53847,0,90674,731301,739096,60.505,53.14375,291.8176844,1004.016667,63.88333333,2015,May,128,clear,330500.9813
2015-May-09,11419,16467,0,97433,126923,7120,0,0,0,0,11787,14305,37313,0,161786,2085,1663,22601,6192,0,122726,24588,0,122715,599743,596495,50.50166667,62.92041667,292.2894961,1007.833333,66.15,2015,May,129,clear,389603.22
2015-May-10,12815,771,0,99351,72373,8948,0,0,0,0,22343,15724,29452,0,117384,1908,1601,9786,6148,0,292435,10659,0,289232,680603,677866,42.1575,54.99833333,293.8217266,1007.491667,59.25833333,2015,May,130,clear,338129.7533
2015-May-11,13392,14010,0,125597,156746,8964,0,0,0,0,8657,18652,57759,0,123069,1327,1664,16913,6448,0,121076,17874,0,121230,687521,683578,51.07375,63.64083333,293.5591318,1006.783333,57.28333333,2015,May,131,clear,410356.0933
2015-May-12,11715,20542,0,151476,171651,7654,0,0,0,0,8335,16519,28398,0,144126,2098,1728,22105,5574,0,73969,22508,0,73653,649934,656871,58.43791667,63.43833333,294.2011422,1006.316667,57.45,2015,May,132,clear,353605.27
2015-May-13,11915,20882,0,107284,107239,8814,0,0,0,0,4228,25809,94522,0,121168,1991,1684,36168,3695,0,142293,41793,0,143006,701043,699439,49.43875,60.45,296.6208055,1006.175,50.88333333,2015,May,133,clouds,223362.75
2015-May-14,11943,86,0,93173,85981,8853,0,0,0,0,8987,23694,85725,0,121021,2055,1686,44837,3788,0,213602,46592,0,213496,703300,712449,42.855,54.25625,296.0799581,1000.058333,50.49166667,2015,May,134,clouds,205522.675
2015-May-15,13135,0,0,89135,59279,8749,0,0,0,0,14718,22902,69024,0,121285,2057,1819,57986,4028,0,220059,53370,0,220910,674571,665553,44.16208333,55.33958333,291.9794458,1003.366667,53.5,2015,May,135,clear,222907.8417
2015-May-16,11922,0,0,87469,34109,6733,0,0,0,0,29013,21820,76209,0,121126,2059,1714,61595,3934,0,216238,58428,0,215758,594376,599118,32.77583333,44.93333333,291.7675333,1008.175,57.45833333,2015,May,136,clear,176767.7333
2015-May-17,11635,2,0,99825,27330,6478,0,0,0,0,29493,21660,61794,0,120874,2013,1606,63005,4162,0,189076,60573,0,189287,554963,560910,31.28458333,45.37791667,291.9600294,1005.983333,63.775,2015,May,137,clear,188862.8892
2015-May-18,11964,6358,0,125120,91632,8637,0,0,0,0,5681,24189,92342,0,121101,2091,1706,53340,4317,0,115749,54851,0,115550,668588,676009,51.05083333,62.68416667,292.045431,998.9666667,60.1,2015,May,138,clear,270607.5475
2015-May-19,10876,0,0,93408,79389,9181,0,0,0,0,12238,21531,71904,0,121293,2118,1782,45725,3819,0,213908,46925,0,213556,685251,682464,42.21541667,53.77208333,290.0161961,997.225,74.06666667,2015,May,139,rain,205355.5863
2015-May-20,11090,0,0,97510,84689,8874,0,0,0,0,5179,21379,68236,0,121196,2169,1884,53556,4690,0,171914,53483,0,172496,683704,666946,45.88291667,57.41416667,288.4323622,1004.066667,67.38333333,2015,May,140,clear,269272.4417
2015-May-21,12672,0,0,92549,69181,8857,0,0,0,0,7531,20228,66511,0,121454,2156,1932,56883,4605,0,212318,57007,0,211548,670096,664459,43.83291667,55.0625,288.5111745,1008.366667,63.41666667,2015,May,141,clear,253562.8125
2015-May-22,13319,0,0,93451,58815,8846,0,0,0,0,8587,20324,63494,0,121502,2137,1893,59536,4677,0,222607,56930,0,222478,662678,666291,43.65791667,55.49833333,288.5830081,1006.716667,67.91666667,2015,May,142,clear,259565.705
2015-May-23,11930,0,0,83774,47979,6418,0,0,0,0,16277,18979,51553,0,121328,2081,1779,59526,4674,0,210072,56966,0,209856,597294,600245,33.81416667,46.91375,289.6158253,1002.641667,66.53333333,2015,May,143,clear,219274.8675
2015-May-24,12086,0,0,94848,44395,6044,0,0,0,0,19851,19041,47799,0,117271,2063,1656,40394,4660,0,170384,40205,0,171899,554801,550044,32.63291667,46.42958333,289.9471789,1001.358333,67.40833333,2015,May,144,clouds,216361.8583
2015-May-25,13295,0,0,116604,71680,8297,0,0,0,0,4373,19926,69789,0,121104,2156,1735,45056,4603,0,152290,44173,0,152701,658900,656102,48.82833333,60.32541667,291.3382096,1014.008333,58.89166667,2015,May,145,clouds,277677.8929
2015-May-26,13204,0,0,100236,80423,8989,0,0,0,0,4981,18767,59480,0,120998,2102,1665,57189,4920,0,201490,57063,0,201267,670222,674996,47.23791667,58.46875,291.1259328,1009.8,62.79166667,2015,May,146,clear,287666.25
2015-May-27,12996,15458,0,101275,95419,9231,0,0,0,0,9763,18278,68523,0,120762,2110,1674,61629,4894,0,176365,60012,0,176511,671508,681600,49.065,60.16041667,291.5652914,1002.591667,65.025,2015,May,147,clear,294425.0792
2015-May-28,13417,23084,0,107474,118445,9009,0,0,0,0,6279,19032,75029,0,120765,2127,1691,59691,4876,0,127884,58943,0,127250,682138,690130,52.61375,63.29958333,292.424512,1001.191667,63.125,2015,May,148,clear,308648.7683
2015-May-29,13750,21250,0,109411,127158,9044,0,0,0,0,4831,18602,75967,0,120647,2036,1691,42196,4948,0,112406,45113,0,112460,685247,655669,54.98458333,65.52125,291.5985456,999.0666667,68.175,2015,May,149,clouds,324199.145
2015-May-30,13331,21174,0,101349,123339,7248,0,0,0,0,8950,17763,55633,0,121674,2054,1639,51754,5059,0,68841,52291,0,68845,610353,605066,50.6825,60.51625,291.9314542,1000.491667,71.03333333,2015,May,150,clear,306151.7088
2015-May-31,12783,19199,0,98196,120439,6220,0,0,0,0,22377,18496,55882,0,134271,1968,1626,56036,5118,0,60821,55817,0,60245,567572,562492,48.01,58.56541667,292.5700419,1004.025,68.05833333,2015,May,151,clear,299737.8025
2015-June-01,11802,13247,0,120897,146069,7292,0,0,0,0,18454,25405,64911,0,170285,1107,1741,15304,5813,0,72912,16555,0,73074,579778,612959,52.02916667,66.40291667,294.7063211,1013.008333,58.36666667,2015,June,152,clear,386000.1546
2015-June-02,11203,6641,0,143614,127496,8292,0,0,0,0,9824,33371,114146,0,168499,2225,1763,29588,4911,0,201531,28417,0,203585,823964,817872,46.07833333,66.56958333,296.4608872,1018.791667,58.46666667,2015,June,153,clear,326923.2238
2015-June-03,10768,0,0,134115,67917,7307,0,0,0,0,7339,38033,141697,0,157316,1945,1588,50228,4020,0,95979,45611,0,97298,715807,709798,48.20416667,66.48291667,296.8564711,1015.066667,53.94166667,2015,June,154,clear,267261.325
2015-June-04,8175,1717,0,91402,50178,7922,0,0,0,0,19975,30168,67860,0,164033,1018,1294,26607,3968,0,150353,27712,0,150877,579902,580995,38.86583333,66.59208333,295.8949505,1003.416667,52.75,2015,June,155,clear,264237.3867
2015-June-05,9838,22905,0,138597,135572,8967,0,0,0,0,5814,33444,94862,0,98781,1984,1750,56852,3792,0,58862,53176,0,59716,678180,674061,59.11125,66.22041667,295.4976581,1002.608333,54.64166667,2015,June,156,clear,251107.82
2015-June-06,12697,22788,0,101694,131831,6444,0,0,0,0,9094,17012,59641,0,113286,2042,1636,55225,6371,0,134540,56078,0,134537,640472,640564,48.46458333,58.38291667,295.2931125,1004.366667,58.69166667,2015,June,157,clear,371957.5621
2015-June-07,12090,17710,0,168665,188674,9162,0,0,0,0,2904,17532,72204,0,144191,2078,1540,55497,5422,0,96159,54358,0,96992,778667,787715,60.59541667,57.85625,295.8686953,1004.05,52.4,2015,June,158,clear,313696.5875
2015-June-08,12160,20437,0,171115,167695,8050,0,0,0,0,4170,15577,58031,0,160895,2029,1616,41182,6428,0,67019,47561,0,66203,734402,733111,61.70541667,67.08708333,296.6706859,1011.045814,48.22590837,2015,June,159,clear,431235.7717
2015-June-09,11488,10649,0,99302,125278,6549,0,0,0,0,21180,13945,25616,0,161650,2087,1544,31802,6375,0,100911,30273,0,101218,554810,552456,49.31291667,67.6575,296.0079706,1015.316667,56.5,2015,June,160,clouds,431316.5625
2015-June-10,13051,4027,0,102983,104716,9194,0,0,0,0,16923,17436,36446,0,117421,1953,1666,23463,6103,0,262482,22567,0,260362,688784,683098,45.85458333,67.30958333,294.8590578,1012.408333,72.01666667,2015,June,161,clouds,410790.3871
2015-June-11,13749,13395,0,124501,156772,9026,0,0,0,0,6752,18886,55422,0,123053,1300,1702,32122,6508,0,89063,30074,0,88807,673359,675996,53.56458333,70.7375,293.8068292,1003.766667,77.125,2015,June,162,clouds,460359.65
2015-June-12,12912,16699,0,119126,153053,7668,0,0,0,0,36291,14394,20816,0,144017,2077,1596,19410,5665,0,94332,19360,0,93809,607815,607798,51.25291667,68.16541667,292.4415758,994.2666667,76.78333333,2015,June,163,clouds,386157.0854
2015-June-13,11513,20419,0,103567,145857,6223,0,0,0,0,9327,20218,50086,0,120352,2031,1678,34920,6568,0,84408,36569,0,83740,607811,602353,55.7475,65.29166667,291.3058143,995.2333333,74.23333333,2015,June,164,clouds,428835.6667
2015-June-14,11510,21173,0,101143,141838,5805,0,0,0,0,15249,20793,53691,0,120518,2099,1519,27025,6570,0,66129,28972,0,66351,552464,551701,50.77958333,61.565,291.1139182,996.475,71,2015,June,165,clear,404482.05
2015-June-15,11045,21206,0,107937,156956,6918,0,0,0,0,6393,20202,58149,0,115603,2103,1461,26216,6438,0,85483,29487,0,88767,662919,660138,55.67041667,66.27958333,291.238517,1010.566216,74.87972973,2015,June,166,rain,426707.9575
2015-June-16,11623,20639,0,99454,153043,7671,0,0,0,0,6152,20277,44292,0,120368,2147,1614,53334,6657,0,135782,50555,0,135114,672840,666571,53.1525,66.07,292.5308494,1020.468702,66.72519084,2015,June,167,rain,439827.99
2015-June-17,11644,17597,0,97990,122112,7549,0,0,0,0,11409,20406,42889,0,120342,2055,1632,62979,6707,0,193419,60848,0,192755,675355,675053,47.8125,61.14958333,294.2065286,1021.125,59.35,2015,June,168,clear,410130.2554
2015-June-18,11328,19834,0,102330,127856,7677,0,0,0,0,8219,20101,44510,0,120396,2017,1668,64873,6618,0,169052,63144,0,169413,684134,686266,45.87958333,59.30833333,295.1355042,1012.591667,61.00833333,2015,June,169,clear,392502.55
2015-June-19,11385,20408,0,103828,131850,7744,0,0,0,0,5270,19727,40925,0,120267,2035,1668,64089,6667,0,172390,63458,0,171875,686618,696468,48.89333333,61.74333333,295.6843023,1001.55,61.29166667,2015,June,170,clear,411642.8033
2015-June-20,11144,13436,0,96918,128120,6227,0,0,0,0,6938,18747,47402,0,120246,1744,1605,64135,6555,0,134551,63808,0,135240,625497,634246,46.07833333,56.26,295.8578753,1001.725,59.95833333,2015,June,171,clear,368784.3
2015-June-21,11061,13866,0,103360,146328,5711,0,0,0,0,12247,18462,49611,0,122879,1981,1591,56354,6575,0,78056,58667,0,78719,589490,586840,48.41916667,59.25958333,296.5183443,1001.808333,59.74166667,2015,June,172,clear,389631.7604
2015-June-22,11229,15799,0,119185,184475,7525,0,0,0,0,2455,19500,81329,0,125572,1971,1577,52460,6437,0,61025,54535,0,60747,709339,709187,61.17916667,73.48291667,296.3179352,998.2916667,65.71666667,2015,June,173,clear,473009.5346
2015-June-23,11389,14840,0,120145,189679,8455,0,0,0,0,5497,19425,52407,0,136239,1939,1594,57262,6409,0,81661,57153,0,81572,714382,702980,58.03125,70.525,294.7633857,998.3,68.35,2015,June,174,clear,451994.725
2015-June-24,11692,16024,0,120816,184651,8155,0,0,0,0,4207,19273,58074,0,142622,2013,1582,59459,6278,0,43504,59622,0,44259,665055,664217,59.85041667,72.28,294.3410711,998.8083333,69.78333333,2015,June,175,clear,453773.84
2015-June-25,11757,15580,0,139427,189385,8341,0,0,0,0,3021,19438,66764,0,143636,2040,1508,61785,6560,0,43218,60308,0,43004,708494,713711,61.18791667,73.55958333,296.4973901,1011.366667,60.55833333,2015,June,176,clear,482550.8667
2015-June-26,11922,17255,0,138384,184085,8538,0,0,0,0,3413,18954,70655,0,143445,2118,1470,63310,6430,0,59707,62163,0,59679,722334,730152,61.42708333,73.47916667,299.1518917,1020.383333,55.44166667,2015,June,177,clear,472471.0417
2015-June-27,11896,15550,0,110229,176046,6849,0,0,0,0,4106,17965,67132,0,140138,2105,1382,62960,6336,0,61588,61962,0,62442,660382,672342,56.11166667,65.69833333,300.2501667,1019.133333,52.56666667,2015,June,178,clear,416264.64
2015-June-28,12462,20125,0,102401,174709,6707,0,0,0,0,11023,17873,39010,0,143428,2113,1337,62433,6377,0,58902,61950,0,59275,625709,629650,49.33041667,60.19,300.3258458,1017.725,52.95833333,2015,June,179,clear,383831.63
2015-June-29,12684,22569,0,136927,182560,8575,0,0,0,0,3105,19027,76531,0,143578,2059,1347,65013,5976,0,77938,61446,0,78290,748920,764462,59.71166667,72.46208333,300.8790833,1018.566667,52.26666667,2015,June,180,clear,433033.41
2015-June-30,12210,22268,0,127845,188881,8965,0,0,0,0,4692,19225,64616,0,145965,1987,1429,61152,4676,0,114328,58378,0,115251,767589,774044,58.60375,71.56958333,301.0236583,1015.608333,53.61666667,2015,June,181,clear,334659.3717
2015-July-01,12106,21765,0,192972,172401,7813,0,0,0,0,5447,26035,119912,0,170338,1110,1692,17063,5311,0,26870,17180,0,28356,778237,768077,64.50708333,71.67791667,299.6890583,1015.541667,58.68333333,2015,July,182,clear,380681.4154
2015-July-02,11487,6894,0,142939,142996,7367,0,0,0,0,9654,32713,125791,0,170051,2110,1730,16757,4989,0,87321,19321,0,88109,742800,742609,52.49708333,75.73,299.1526023,1019.032733,58.74468085,2015,July,183,clear,377816.97
2015-July-03,11185,0,0,110833,67925,6386,0,0,0,0,15403,35178,115083,0,165328,1894,1542,50179,3718,0,69805,46369,0,69550,635772,624680,45.01583333,71.88333333,301.1815833,1019.566667,52.975,2015,July,184,clear,267262.2333
2015-July-04,8686,1901,0,97182,68611,9053,0,0,0,0,14210,30752,64407,0,164005,1094,1432,35009,3601,0,191956,35922,0,190495,673199,659691,45.74291667,65.80625,301.3011667,1020.291667,51.13333333,2015,July,185,clear,236968.3062
2015-July-05,10328,17740,0,102635,118357,8931,0,0,0,0,11094,29633,80597,0,98291,1960,1712,58059,3786,0,149096,56246,0,147597,675880,670151,48.72791667,60.14875,301.4668333,1018.241667,52.96666667,2015,July,186,clear,227723.1675
2015-July-06,12037,14203,0,105538,119720,6291,0,0,0,0,17186,16836,61216,0,117084,2009,1630,51223,5997,0,116609,51826,0,117260,601423,597084,47.45875,72.6425,302.197,1017.575,48.95,2015,July,187,clear,435637.0725
2015-July-07,12134,16033,0,196009,186202,9337,0,0,0,0,652,16860,75600,0,143794,2058,1610,50944,6153,0,81955,51266,0,82126,790326,808391,61.14291667,72.5425,302.2014167,1016.091667,47.60833333,2015,July,188,clear,446354.0025
2015-July-08,12464,19686,0,157203,156630,8635,0,0,0,0,4983,15345,58837,0,160727,2027,1630,26129,6074,0,99060,36784,0,98620,723795,737360,61.82208333,71.17208333,300.4591667,1016.466667,52.83333333,2015,July,189,clear,432299.2342
2015-July-09,11445,15253,0,137493,162303,8920,0,0,0,0,5995,14325,49411,0,161635,2090,1546,28154,5989,0,71592,27458,0,72119,660769,656995,59.49791667,72.63083333,299.832,1017.216667,53.91666667,2015,July,190,clear,434986.0608
2015-July-10,13303,16507,0,138104,174540,9530,0,0,0,0,4400,16123,66133,0,117770,2112,1692,34383,6457,0,65132,32097,0,64868,678186,671722,58.49625,74.1125,299.94675,1016.7,58.01666667,2015,July,191,clear,478544.4125
2015-July-11,13539,1103,0,98246,139818,7520,0,0,0,0,15799,16699,38384,0,123042,1395,1700,33653,6549,0,92187,30914,0,92164,602492,598197,49.64916667,65.43666667,299.4088333,1019.558333,58.70833333,2015,July,192,clear,428544.73
2015-July-12,13024,18547,0,115101,150654,8803,0,0,0,0,27815,13915,19107,0,146537,2045,1681,8280,5586,0,148712,8625,0,149125,638173,648100,48.56458333,62.86125,299.8489291,1019.431496,59.0519685,2015,July,193,clear,351142.9425
2015-July-13,12622,22490,0,203694,168885,8976,0,0,0,0,3618,15877,55820,0,153980,2111,1592,62105,6649,0,82540,60442,0,83331,776356,780005,62.70333333,75.16708333,300.8920833,1018.933333,55.06666667,2015,July,194,clear,499785.9371
2015-July-14,12015,22879,0,196347,173804,9422,0,0,0,0,2617,15381,59378,0,162951,2096,1646,61504,6357,0,95580,60163,0,96157,795137,800930,60.29375,72.27833333,301.2076667,1018.208333,55.45,2015,July,195,clear,459473.365
2015-July-15,12398,22892,0,202241,178180,9378,0,0,0,0,2818,15061,62587,0,163966,2100,1732,57448,5808,0,80637,59207,0,81137,803961,805644,62.06958333,73.81041667,299.20575,1016.075,55.98333333,2015,July,196,clear,428690.9
2015-July-16,12481,17768,0,208874,181447,9521,0,0,0,0,728,15259,50394,0,164213,2041,1763,49206,6007,0,90387,50393,0,90141,803487,803167,63.89458333,75.01041667,301.4745,1014.908333,52.43333333,2015,July,197,clear,450587.5729
